#,started on Fri,01-10-2013 01:37,,
,,,,
,123.9349607,"7,29,329",L1-icache-load-misses,-68.09%
,123.9349607,"1,56,757",dTLB-load-misses,-68.09%
,123.9349607,"10,354",dTLB-store-misses,-68.09%
,123.9349607,"1,389",iTLB-load-misses,-42.55%
,123.9349607,"15,039",LLC-load-misses,-42.55%
,123.9349607,"1,59,449",LLC-store-misses,-42.54%
,123.9349607,"2,05,891",branch-load-misses,-51.02%
,123.9349607,"23,13,92,496",cycles,-56.34%
,123.9349607,"37,38,51,218",instructions              #    1.62  insn per cycle,-61.66%
,124.0101663,"2,32,693",branch-misses,-60.67%
,124.0101663,"3,92,431",cache-misses,-71.31%
,124.0101663,"1,56,59,818",L1-dcache-load-misses,-76.63%
,124.0101663,"7,16,988",L1-icache-load-misses,-81.95%
,124.0101663,"1,53,586",dTLB-load-misses,-84.04%
,124.0101663,"13,391",dTLB-store-misses,-84.04%
,124.0101663,"1,111",iTLB-load-misses,-28.70%
,124.0101663,"15,201",LLC-load-misses,-23.38%
,124.0101663,"50,713",LLC-store-misses,-21.27%
,124.0101663,"2,35,194",branch-load-misses,-28.75%
,124.0101663,"23,22,58,989",cycles,-39.38%
,124.0101663,"37,38,34,241",instructions              #    1.61  insn per cycle,-50.02%
,124.0853704,"2,11,723",branch-misses,-75.49%
,124.0853704,"4,08,670",cache-misses,-80.81%
,124.0853704,"1,59,78,732",L1-dcache-load-misses,-75.49%
,124.0853704,"6,67,370",L1-icache-load-misses,-70.18%
,124.0853704,"1,75,779",dTLB-load-misses,-68.09%
,124.0853704,"12,499",dTLB-store-misses,-68.10%
,124.0853704,"2,812",iTLB-load-misses,-35.13%
,124.0853704,"23,676",LLC-load-misses,-40.44%
,124.0853704,"1,06,823",LLC-store-misses,-42.55%
,124.0853704,"2,07,338",branch-load-misses,-53.18%
,124.0853704,"23,12,51,156",cycles,-63.82%
,124.0853704,"34,91,02,806",instructions              #    1.51  insn per cycle,-70.19%
#,time,counts unit,events,
,124.1605877,"2,34,736",branch-misses,-57.46%
,124.1605877,"5,50,910",cache-misses,-68.09%
,124.1605877,"1,53,97,283",L1-dcache-load-misses,-68.09%
,124.1605877,"7,00,497",L1-icache-load-misses,-73.41%
,124.1605877,"1,38,711",dTLB-load-misses,-78.72%
,124.1605877,"12,939",dTLB-store-misses,-84.04%
,124.1605877,872,iTLB-load-misses,-37.23%
,124.1605877,"28,570",LLC-load-misses,-31.92%
,124.1605877,"79,221",LLC-store-misses,-26.60%
,124.1605877,"2,32,751",branch-load-misses,-31.92%
,124.1605877,"23,22,75,241",cycles,-37.24%
,124.1605877,"32,90,62,665",instructions              #    1.42  insn per cycle,-46.82%
,124.235807,"1,64,764",branch-misses,-78.72%
,124.235807,"8,94,695",cache-misses,-84.04%
,124.235807,"1,73,29,781",L1-dcache-load-misses,-84.04%
,124.235807,"6,39,324",L1-icache-load-misses,-78.73%
,124.235807,"86,730",dTLB-load-misses,-73.42%
,124.235807,"19,859",dTLB-store-misses,-68.11%
,124.235807,673,iTLB-load-misses,-26.58%
,124.235807,"22,924",LLC-load-misses,-31.89%
,124.235807,"1,97,710",LLC-store-misses,-37.21%
,124.235807,"1,61,882",branch-load-misses,-47.84%
,124.235807,"23,13,56,405",cycles,-58.48%
,124.235807,"44,14,91,275",instructions              #    1.91  insn per cycle,-69.11%
,124.3110111,"2,15,257",branch-misses,-57.44%
,124.3110111,"3,10,573",cache-misses,-68.08%
,124.3110111,"1,96,83,293",L1-dcache-load-misses,-68.08%
,124.3110111,"3,87,228",L1-icache-load-misses,-68.09%
,124.3110111,"1,30,905",dTLB-load-misses,-70.18%
,124.3110111,"8,468",dTLB-store-misses,-75.51%
,124.3110111,"1,943",iTLB-load-misses,-42.55%
,124.3110111,"27,794",LLC-load-misses,-40.46%
,124.3110111,"13,705",LLC-store-misses,-35.14%
,124.3110111,"2,09,192",branch-load-misses,-40.46%
,124.3110111,"23,10,26,805",cycles,-45.78%
,124.3110111,"27,14,38,285",instructions              #    1.17  insn per cycle,-51.10%
,124.3862162,"2,35,781",branch-misses,-71.24%
,124.3862162,"2,91,755",cache-misses,-81.88%
,124.3862162,"1,59,55,158",L1-dcache-load-misses,-84.04%
,124.3862162,"7,62,238",L1-icache-load-misses,-84.04%
,124.3862162,"1,59,416",dTLB-load-misses,-81.96%
,124.3862162,"11,360",dTLB-store-misses,-76.64%
,124.3862162,"4,727",iTLB-load-misses,-21.28%
,124.3862162,"7,962",LLC-load-misses,-23.36%
,124.3862162,"9,352",LLC-store-misses,-28.68%
,124.3862162,"2,38,027",branch-load-misses,-39.31%
,124.3862162,"23,21,98,818",cycles,-49.95%
,124.3862162,"30,50,52,647",instructions              #    1.31  insn per cycle,-60.59%
,124.4614102,"2,31,712",branch-misses,-64.92%
,124.4614102,"3,60,662",cache-misses,-70.24%
,124.4614102,"1,57,72,635",L1-dcache-load-misses,-68.08%
,124.4614102,"7,10,293",L1-icache-load-misses,-68.09%
,124.4614102,"1,78,449",dTLB-load-misses,-68.08%
,124.4614102,"13,142",dTLB-store-misses,-68.09%
,124.4614102,"1,043",iTLB-load-misses,-42.55%
,124.4614102,"19,491",LLC-load-misses,-42.55%
,124.4614102,"94,886",LLC-store-misses,-42.56%
,124.4614102,"2,29,764",branch-load-misses,-48.98%
,124.4614102,"23,16,25,445",cycles,-54.30%
,124.4614102,"33,61,08,324",instructions              #    1.45  insn per cycle,-59.62%
,124.5366133,"1,75,286",branch-misses,-62.74%
,124.5366133,"6,79,222",cache-misses,-73.38%
,124.5366133,"1,89,76,742",L1-dcache-load-misses,-78.70%
,124.5366133,"5,02,957",L1-icache-load-misses,-84.02%
,124.5366133,"1,19,350",dTLB-load-misses,-84.04%
,124.5366133,"11,715",dTLB-store-misses,-84.04%
,124.5366133,"1,588",iTLB-load-misses,-26.62%
,124.5366133,"13,364",LLC-load-misses,-21.31%
,124.5366133,"2,83,274",LLC-store-misses,-21.28%
,124.5366133,"1,63,395",branch-load-misses,-30.82%
,124.5366133,"23,15,83,172",cycles,-41.46%
,124.5366133,"45,30,11,417",instructions              #    1.96  insn per cycle,-52.09%
,124.6118207,"2,25,074",branch-misses,-73.43%
,124.6118207,"3,74,581",cache-misses,-78.75%
,124.6118207,"1,59,70,614",L1-dcache-load-misses,-73.43%
,124.6118207,"8,20,292",L1-icache-load-misses,-68.11%
,124.6118207,"1,71,285",dTLB-load-misses,-68.09%
,124.6118207,"11,747",dTLB-store-misses,-68.09%
,124.6118207,"3,174",iTLB-load-misses,-37.20%
,124.6118207,"14,304",LLC-load-misses,-42.52%
,124.6118207,"65,147",LLC-store-misses,-42.55%
,124.6118207,"2,23,740",branch-load-misses,-53.19%
,124.6118207,"23,17,09,894",cycles,-62.81%
,124.6118207,"33,47,19,323",instructions              #    1.44  insn per cycle,-68.12%
,124.6870149,"2,33,417",branch-misses,-57.44%
,124.6870149,"3,84,651",cache-misses,-68.08%
,124.6870149,"1,52,03,345",L1-dcache-load-misses,-70.17%
,124.6870149,"7,18,855",L1-icache-load-misses,-75.50%
,124.6870149,"1,21,421",dTLB-load-misses,-80.82%
,124.6870149,"11,492",dTLB-store-misses,-84.05%
,124.6870149,"1,801",iTLB-load-misses,-35.14%
,124.6870149,"11,544",LLC-load-misses,-29.82%
,124.6870149,"1,09,855",LLC-store-misses,-24.50%
,124.6870149,"2,14,814",branch-load-misses,-29.83%
,124.6870149,"23,21,66,647",cycles,-36.16%
,124.6870149,"35,56,28,689",instructions              #    1.53  insn per cycle,-46.80%
,124.7622169,"2,23,531",branch-misses,-78.72%
,124.7622169,"4,44,605",cache-misses,-84.04%
,124.7622169,"1,55,90,745",L1-dcache-load-misses,-81.95%
,124.7622169,"7,54,358",L1-icache-load-misses,-76.63%
,124.7622169,"1,77,649",dTLB-load-misses,-71.31%
,124.7622169,"13,245",dTLB-store-misses,-68.09%
,124.7622169,"1,694",iTLB-load-misses,-28.68%
,124.7622169,"19,970",LLC-load-misses,-34.00%
,124.7622169,"27,509",LLC-store-misses,-39.32%
,124.7622169,"2,29,000",branch-load-misses,-49.95%
,124.7622169,"23,14,37,335",cycles,-60.59%
,124.7622169,"34,52,07,334",instructions              #    1.49  insn per cycle,-71.23%
,124.8374331,"2,42,794",branch-misses,-57.45%
,124.8374331,"4,23,002",cache-misses,-68.09%
,124.8374331,"1,67,21,983",L1-dcache-load-misses,-68.09%
,124.8374331,"6,68,179",L1-icache-load-misses,-68.09%
,124.8374331,"1,60,141",dTLB-load-misses,-72.29%
,124.8374331,"9,200",dTLB-store-misses,-77.60%
,124.8374331,"3,309",iTLB-load-misses,-42.55%
,124.8374331,"21,717",LLC-load-misses,-38.36%
,124.8374331,"80,816",LLC-store-misses,-33.04%
,124.8374331,"2,44,015",branch-load-misses,-38.36%
,124.8374331,"23,19,39,309",cycles,-43.67%
,124.8374331,"31,39,17,889",instructions              #    1.35  insn per cycle,-48.99%
,124.912633,"2,36,866",branch-misses,-73.35%
,124.912633,"1,92,018",cache-misses,-83.99%
,124.912633,"1,60,20,359",L1-dcache-load-misses,-84.04%
,124.912633,"8,31,048",L1-icache-load-misses,-84.04%
,124.912633,"1,78,418",dTLB-load-misses,-79.85%
,124.912633,"9,739",dTLB-store-misses,-74.53%
,124.912633,"2,471",iTLB-load-misses,-21.28%
,124.912633,"11,448",LLC-load-misses,-25.47%
,124.912633,"43,634",LLC-store-misses,-30.79%
,124.912633,"2,22,744",branch-load-misses,-41.42%
,124.912633,"23,16,41,461",cycles,-52.06%
,124.912633,"31,79,77,474",instructions              #    1.37  insn per cycle,-62.69%
,124.9878216,"2,37,332",branch-misses,-62.81%
,124.9878216,"2,06,093",cache-misses,-68.13%
,124.9878216,"1,61,43,579",L1-dcache-load-misses,-68.08%
,124.9878216,"8,73,594",L1-icache-load-misses,-68.08%
,124.9878216,"1,54,344",dTLB-load-misses,-68.08%
,124.9878216,"10,216",dTLB-store-misses,-69.10%
,124.9878216,"2,758",iTLB-load-misses,-42.56%
,124.9878216,"15,663",LLC-load-misses,-42.56%
,124.9878216,"12,779",LLC-store-misses,-41.54%
,124.9878216,"2,37,022",branch-load-misses,-46.86%
,124.9878216,"23,15,40,978",cycles,-52.18%
,124.9878216,"29,31,65,949",instructions              #    1.27  insn per cycle,-57.51%
,125.0630083,"2,08,959",branch-misses,-64.86%
,125.0630083,"5,35,627",cache-misses,-75.50%
,125.0630083,"1,57,04,496",L1-dcache-load-misses,-80.82%
,125.0630083,"5,99,295",L1-icache-load-misses,-84.04%
,125.0630083,"1,41,940",dTLB-load-misses,-84.04%
,125.0630083,"12,966",dTLB-store-misses,-83.03%
,125.0630083,"2,207",iTLB-load-misses,-24.51%
,125.0630083,"15,574",LLC-load-misses,-21.28%
,125.0630083,"1,39,038",LLC-store-misses,-22.29%
,125.0630083,"2,06,256",branch-load-misses,-32.93%
,125.0630083,"23,15,20,454",cycles,-43.57%
,125.0630083,"35,09,72,633",instructions              #    1.52  insn per cycle,-54.20%
,125.1382015,"2,40,921",branch-misses,-71.30%
,125.1382015,"4,11,425",cache-misses,-76.62%
,125.1382015,"1,53,56,552",L1-dcache-load-misses,-71.30%
,125.1382015,"6,34,987",L1-icache-load-misses,-68.08%
,125.1382015,"1,64,024",dTLB-load-misses,-68.08%
,125.1382015,"11,295",dTLB-store-misses,-68.08%
,125.1382015,"2,865",iTLB-load-misses,-39.33%
,125.1382015,"16,321",LLC-load-misses,-42.56%
,125.1382015,"92,528",LLC-store-misses,-42.56%
,125.1382015,"2,40,907",branch-load-misses,-53.20%
,125.1382015,"23,10,14,204",cycles,-60.68%
,125.1382015,"33,73,84,478",instructions              #    1.46  insn per cycle,-66.00%
,125.2134014,"2,41,192",branch-misses,-57.44%
,125.2134014,"2,73,718",cache-misses,-68.08%
,125.2134014,"1,61,80,523",L1-dcache-load-misses,-72.32%
,125.2134014,"8,59,789",L1-icache-load-misses,-77.64%
,125.2134014,"1,92,521",dTLB-load-misses,-82.98%
,125.2134014,"13,068",dTLB-store-misses,-84.06%
,125.2134014,"2,932",iTLB-load-misses,-33.01%
,125.2134014,"11,932",LLC-load-misses,-27.67%
,125.2134014,"94,919",LLC-store-misses,-22.35%
,125.2134014,"2,33,425",branch-load-misses,-27.67%
,125.2134014,"23,09,01,865",cycles,-36.16%
,125.2134014,"30,80,42,122",instructions              #    1.33  insn per cycle,-46.80%
,125.2886112,"1,81,656",branch-misses,-78.73%
,125.2886112,"7,11,284",cache-misses,-84.04%
,125.2886112,"1,95,92,648",L1-dcache-load-misses,-79.80%
,125.2886112,"5,04,313",L1-icache-load-misses,-74.49%
,125.2886112,"97,087",dTLB-load-misses,-69.17%
,125.2886112,"9,546",dTLB-store-misses,-68.10%
,125.2886112,275,iTLB-load-misses,-30.82%
,125.2886112,"33,640",LLC-load-misses,-36.14%
,125.2886112,"1,63,246",LLC-store-misses,-41.45%
,125.2886112,"1,86,256",branch-load-misses,-52.09%
,125.2886112,"23,18,54,332",cycles,-62.72%
,125.2886112,"39,24,92,736",instructions              #    1.69  insn per cycle,-73.36%
,125.3638214,"2,37,480",branch-misses,-57.44%
,125.3638214,"2,42,193",cache-misses,-68.08%
,125.3638214,"1,59,64,613",L1-dcache-load-misses,-68.08%
,125.3638214,"7,95,635",L1-icache-load-misses,-69.10%
,125.3638214,"1,99,965",dTLB-load-misses,-74.42%
,125.3638214,"10,787",dTLB-store-misses,-79.74%
,125.3638214,"3,481",iTLB-load-misses,-41.54%
,125.3638214,"6,921",LLC-load-misses,-36.22%
,125.3638214,"30,993",LLC-store-misses,-30.90%
,125.3638214,"2,35,184",branch-load-misses,-36.22%
,125.3638214,"23,18,35,169",cycles,-41.54%
,125.3638214,"32,95,84,719",instructions              #    1.42  insn per cycle,-46.86%
,125.4390168,"2,40,563",branch-misses,-75.50%
,125.4390168,"3,01,280",cache-misses,-84.04%
,125.4390168,"1,59,40,246",L1-dcache-load-misses,-84.04%
,125.4390168,"7,27,337",L1-icache-load-misses,-83.02%
,125.4390168,"1,85,281",dTLB-load-misses,-77.70%
,125.4390168,"12,296",dTLB-store-misses,-72.39%
,125.4390168,273,iTLB-load-misses,-22.29%
,125.4390168,"28,738",LLC-load-misses,-27.61%
,125.4390168,"62,940",LLC-store-misses,-32.93%
,125.4390168,"2,40,522",branch-load-misses,-43.56%
,125.4390168,"23,08,16,885",cycles,-54.20%
,125.4390168,"32,69,13,340",instructions              #    1.42  insn per cycle,-64.84%
,125.5142173,"2,30,215",branch-misses,-60.67%
,125.5142173,"3,57,601",cache-misses,-68.09%
,125.5142173,"1,56,83,544",L1-dcache-load-misses,-68.09%
,125.5142173,"6,83,083",L1-icache-load-misses,-68.08%
,125.5142173,"1,50,048",dTLB-load-misses,-68.08%
,125.5142173,"12,931",dTLB-store-misses,-71.23%
,125.5142173,"1,744",iTLB-load-misses,-42.55%
,125.5142173,"24,565",LLC-load-misses,-42.56%
,125.5142173,"50,487",LLC-store-misses,-39.41%
,125.5142173,"2,34,206",branch-load-misses,-44.73%
,125.5142173,"23,14,91,594",cycles,-50.05%
,125.5142173,"34,87,75,598",instructions              #    1.51  insn per cycle,-55.37%
,125.5894215,"2,32,218",branch-misses,-66.98%
,125.5894215,"4,45,150",cache-misses,-77.62%
,125.5894215,"1,59,17,068",L1-dcache-load-misses,-82.94%
,125.5894215,"7,56,159",L1-icache-load-misses,-84.04%
,125.5894215,"1,76,984",dTLB-load-misses,-84.05%
,125.5894215,"14,029",dTLB-store-misses,-80.90%
,125.5894215,710,iTLB-load-misses,-22.39%
,125.5894215,"42,794",LLC-load-misses,-21.27%
,125.5894215,"43,572",LLC-store-misses,-24.41%
,125.5894215,"2,38,603",branch-load-misses,-35.05%
,125.5894215,"23,01,39,124",cycles,-45.69%
,125.5894215,"30,81,87,125",instructions              #    1.34  insn per cycle,-56.33%
,125.6646148,"2,19,383",branch-misses,-69.19%
,125.6646148,"5,73,913",cache-misses,-74.51%
,125.6646148,"1,51,49,497",L1-dcache-load-misses,-69.19%
,125.6646148,"5,36,129",L1-icache-load-misses,-68.08%
,125.6646148,"1,64,300",dTLB-load-misses,-68.09%
,125.6646148,"12,767",dTLB-store-misses,-68.09%
,125.6646148,"2,456",iTLB-load-misses,-41.44%
,125.6646148,"23,485",LLC-load-misses,-42.55%
,125.6646148,"1,28,626",LLC-store-misses,-42.55%
,125.6646148,"2,20,764",branch-load-misses,-53.19%
,125.6646148,"23,09,29,959",cycles,-58.57%
,125.6646148,"36,36,65,969",instructions              #    1.57  insn per cycle,-63.88%
,125.7398374,"2,39,631",branch-misses,-58.45%
,125.7398374,"3,11,661",cache-misses,-69.08%
,125.7398374,"1,59,17,002",L1-dcache-load-misses,-74.40%
,125.7398374,"7,99,389",L1-icache-load-misses,-79.72%
,125.7398374,"1,75,101",dTLB-load-misses,-84.05%
,125.7398374,"14,727",dTLB-store-misses,-84.05%
,125.7398374,420,iTLB-load-misses,-30.92%
,125.7398374,"23,383",LLC-load-misses,-25.61%
,125.7398374,"64,590",LLC-store-misses,-21.27%
,125.7398374,"2,30,396",branch-load-misses,-26.59%
,125.7398374,"23,19,75,537",cycles,-37.16%
,125.7398374,"32,30,77,638",instructions              #    1.39  insn per cycle,-47.80%
,125.815044,"2,34,774",branch-misses,-77.73%
,125.815044,"3,51,245",cache-misses,-83.05%
,125.815044,"1,57,63,826",L1-dcache-load-misses,-77.74%
,125.815044,"6,82,777",L1-icache-load-misses,-72.41%
,125.815044,"1,50,511",dTLB-load-misses,-68.08%
,125.815044,"10,420",dTLB-store-misses,-68.09%
,125.815044,"1,447",iTLB-load-misses,-32.90%
,125.815044,"25,937",LLC-load-misses,-38.22%
,125.815044,"67,159",LLC-store-misses,-42.56%
,125.815044,"2,22,506",branch-load-misses,-53.19%
,125.815044,"23,11,55,698",cycles,-63.83%
,125.815044,"33,24,34,317",instructions              #    1.44  insn per cycle,-72.43%
,125.890256,"2,57,145",branch-misses,-57.45%
,125.890256,"3,96,234",cache-misses,-68.09%
,125.890256,"1,55,53,269",L1-dcache-load-misses,-68.09%
,125.890256,"7,57,687",L1-icache-load-misses,-71.19%
,125.890256,"1,60,099",dTLB-load-misses,-76.51%
,125.890256,"14,022",dTLB-store-misses,-81.83%
,125.890256,"1,153",iTLB-load-misses,-39.45%
,125.890256,"31,236",LLC-load-misses,-34.13%
,125.890256,"76,998",LLC-store-misses,-28.82%
,125.890256,"2,67,365",branch-load-misses,-34.13%
,125.890256,"23,11,15,390",cycles,-39.45%
,125.890256,"33,27,32,549",instructions              #    1.44  insn per cycle,-46.82%
,125.9654763,"2,28,225",branch-misses,-77.55%
,125.9654763,"3,43,072",cache-misses,-84.04%
,125.9654763,"1,61,79,519",L1-dcache-load-misses,-84.04%
,125.9654763,"6,69,953",L1-icache-load-misses,-80.95%
,125.9654763,"1,60,448",dTLB-load-misses,-75.63%
,125.9654763,"11,233",dTLB-store-misses,-70.32%
,125.9654763,"1,025",iTLB-load-misses,-24.37%
,125.9654763,"21,469",LLC-load-misses,-29.68%
,125.9654763,"96,687",LLC-store-misses,-35.00%
,125.9654763,"2,15,591",branch-load-misses,-45.63%
,125.9654763,"23,17,74,637",cycles,-56.27%
,125.9654763,"34,21,43,744",instructions              #    1.48  insn per cycle,-66.90%
#,time,counts unit,events,
,126.0406718,"1,96,767",branch-misses,-58.62%
,126.0406718,"5,59,814",cache-misses,-68.08%
,126.0406718,"1,64,11,769",L1-dcache-load-misses,-68.08%
,126.0406718,"5,56,339",L1-icache-load-misses,-68.08%
,126.0406718,"1,59,249",dTLB-load-misses,-68.08%
,126.0406718,"11,033",dTLB-store-misses,-73.29%
,126.0406718,"4,286",iTLB-load-misses,-42.56%
,126.0406718,"10,453",LLC-load-misses,-42.56%
,126.0406718,"1,32,809",LLC-store-misses,-37.35%
,126.0406718,"2,02,691",branch-load-misses,-42.67%
,126.0406718,"23,14,47,959",cycles,-47.99%
,126.0406718,"39,23,86,587",instructions              #    1.70  insn per cycle,-53.31%
,126.1158728,"2,09,003",branch-misses,-69.04%
,126.1158728,"5,62,025",cache-misses,-79.68%
,126.1158728,"1,61,99,637",L1-dcache-load-misses,-84.04%
,126.1158728,"6,21,209",L1-icache-load-misses,-84.04%
,126.1158728,"1,22,611",dTLB-load-misses,-84.04%
,126.1158728,"13,495",dTLB-store-misses,-78.84%
,126.1158728,319,iTLB-load-misses,-21.28%
,126.1158728,"23,279",LLC-load-misses,-21.28%
,126.1158728,"1,32,412",LLC-store-misses,-26.48%
,126.1158728,"2,01,959",branch-load-misses,-37.11%
,126.1158728,"23,13,01,554",cycles,-47.75%
,126.1158728,"36,80,27,151",instructions              #    1.59  insn per cycle,-58.39%
,126.1910772,"2,46,306",branch-misses,-67.13%
,126.1910772,"2,31,814",cache-misses,-72.45%
,126.1910772,"1,58,91,127",L1-dcache-load-misses,-68.09%
,126.1910772,"6,94,662",L1-icache-load-misses,-68.08%
,126.1910772,"1,97,967",dTLB-load-misses,-68.08%
,126.1910772,"10,511",dTLB-store-misses,-68.09%
,126.1910772,"2,253",iTLB-load-misses,-42.55%
,126.1910772,"19,826",LLC-load-misses,-42.55%
,126.1910772,"31,201",LLC-store-misses,-42.55%
,126.1910772,"2,49,842",branch-load-misses,-51.19%
,126.1910772,"23,08,48,300",cycles,-56.51%
,126.1910772,"29,74,66,261",instructions              #    1.29  insn per cycle,-61.83%
,126.2662482,"2,30,460",branch-misses,-60.55%
,126.2662482,"3,52,161",cache-misses,-71.19%
,126.2662482,"1,56,61,288",L1-dcache-load-misses,-76.51%
,126.2662482,"7,11,019",L1-icache-load-misses,-81.83%
,126.2662482,"1,83,937",dTLB-load-misses,-84.04%
,126.2662482,"10,200",dTLB-store-misses,-84.04%
,126.2662482,"2,501",iTLB-load-misses,-28.82%
,126.2662482,"8,679",LLC-load-misses,-23.50%
,126.2662482,"1,34,569",LLC-store-misses,-21.28%
,126.2662482,"2,14,618",branch-load-misses,-28.60%
,126.2662482,"23,14,50,782",cycles,-39.24%
,126.2662482,"33,23,72,492",instructions              #    1.44  insn per cycle,-49.88%
,126.341495,"2,20,599",branch-misses,-75.61%
,126.341495,"5,38,433",cache-misses,-80.93%
,126.341495,"1,55,48,822",L1-dcache-load-misses,-75.62%
,126.341495,"5,95,009",L1-icache-load-misses,-70.31%
,126.341495,"1,65,675",dTLB-load-misses,-68.11%
,126.341495,"10,856",dTLB-store-misses,-68.11%
,126.341495,"2,708",iTLB-load-misses,-35.00%
,126.341495,"14,620",LLC-load-misses,-40.31%
,126.341495,"1,49,826",LLC-store-misses,-42.52%
,126.341495,"2,11,718",branch-load-misses,-53.15%
,126.341495,"23,18,07,377",cycles,-63.79%
,126.341495,"37,42,77,829",instructions              #    1.61  insn per cycle,-70.32%
,126.4167083,"2,33,722",branch-misses,-57.45%
,126.4167083,"2,47,211",cache-misses,-68.09%
,126.4167083,"1,59,37,062",L1-dcache-load-misses,-68.09%
,126.4167083,"7,68,847",L1-icache-load-misses,-73.25%
,126.4167083,"1,80,537",dTLB-load-misses,-78.57%
,126.4167083,"12,006",dTLB-store-misses,-83.89%
,126.4167083,"2,190",iTLB-load-misses,-37.39%
,126.4167083,"16,964",LLC-load-misses,-32.07%
,126.4167083,"72,234",LLC-store-misses,-26.75%
,126.4167083,"2,35,610",branch-load-misses,-32.07%
,126.4167083,"23,13,69,732",cycles,-37.39%
,126.4167083,"32,47,69,541",instructions              #    1.40  insn per cycle,-46.82%
,126.491911,"1,95,904",branch-misses,-78.72%
,126.491911,"6,53,023",cache-misses,-84.04%
,126.491911,"1,68,50,219",L1-dcache-load-misses,-84.04%
,126.491911,"6,58,229",L1-icache-load-misses,-78.88%
,126.491911,"1,29,526",dTLB-load-misses,-73.56%
,126.491911,"11,881",dTLB-store-misses,-68.25%
,126.491911,"3,438",iTLB-load-misses,-26.44%
,126.491911,"8,966",LLC-load-misses,-31.75%
,126.491911,"1,23,043",LLC-store-misses,-37.07%
,126.491911,"2,07,394",branch-load-misses,-47.70%
,126.491911,"23,20,17,294",cycles,-58.34%
,126.491911,"39,47,57,457",instructions              #    1.70  insn per cycle,-68.96%
,126.5671127,"2,30,340",branch-misses,-57.44%
,126.5671127,"2,81,212",cache-misses,-68.08%
,126.5671127,"1,58,98,035",L1-dcache-load-misses,-68.08%
,126.5671127,"6,15,928",L1-icache-load-misses,-68.08%
,126.5671127,"1,96,412",dTLB-load-misses,-70.05%
,126.5671127,"11,810",dTLB-store-misses,-75.37%
,126.5671127,"2,549",iTLB-load-misses,-42.56%
,126.5671127,"22,543",LLC-load-misses,-40.60%
,126.5671127,"74,113",LLC-store-misses,-35.28%
,126.5671127,"2,27,015",branch-load-misses,-40.60%
,126.5671127,"23,11,41,272",cycles,-45.92%
,126.5671127,"33,15,63,658",instructions              #    1.43  insn per cycle,-51.24%
,126.6423323,"2,43,939",branch-misses,-71.10%
,126.6423323,"2,05,743",cache-misses,-81.73%
,126.6423323,"1,62,50,316",L1-dcache-load-misses,-84.04%
,126.6423323,"8,03,844",L1-icache-load-misses,-84.04%
,126.6423323,"2,01,552",dTLB-load-misses,-82.10%
,126.6423323,"11,719",dTLB-store-misses,-76.78%
,126.6423323,"2,749",iTLB-load-misses,-21.27%
,126.6423323,"13,134",LLC-load-misses,-23.22%
,126.6423323,"23,128",LLC-store-misses,-28.54%
,126.6423323,"2,43,056",branch-load-misses,-39.17%
,126.6423323,"23,19,47,462",cycles,-49.81%
,126.6423323,"29,38,61,867",instructions              #    1.27  insn per cycle,-60.44%
,126.7175243,"2,46,293",branch-misses,-65.07%
,126.7175243,"2,03,931",cache-misses,-70.39%
,126.7175243,"1,61,16,095",L1-dcache-load-misses,-68.08%
,126.7175243,"7,68,048",L1-icache-load-misses,-68.08%
,126.7175243,"1,73,346",dTLB-load-misses,-68.08%
,126.7175243,"11,588",dTLB-store-misses,-68.09%
,126.7175243,"3,296",iTLB-load-misses,-42.56%
,126.7175243,"14,418",LLC-load-misses,-42.56%
,126.7175243,"35,624",LLC-store-misses,-42.55%
,126.7175243,"2,44,945",branch-load-misses,-49.13%
,126.7175243,"23,04,35,773",cycles,-54.45%
,126.7175243,"30,44,04,915",instructions              #    1.32  insn per cycle,-59.77%
,126.7926938,"2,44,013",branch-misses,-62.61%
,126.7926938,"2,28,791",cache-misses,-73.26%
,126.7926938,"1,60,26,055",L1-dcache-load-misses,-78.58%
,126.7926938,"7,92,245",L1-icache-load-misses,-83.90%
,126.7926938,"1,75,211",dTLB-load-misses,-84.04%
,126.7926938,"11,352",dTLB-store-misses,-84.04%
,126.7926938,"2,552",iTLB-load-misses,-26.75%
,126.7926938,"9,218",LLC-load-misses,-21.44%
,126.7926938,"8,884",LLC-store-misses,-21.28%
,126.7926938,"2,45,444",branch-load-misses,-30.67%
,126.7926938,"23,17,56,770",cycles,-41.31%
,126.7926938,"30,42,62,574",instructions              #    1.31  insn per cycle,-51.95%
,126.8679217,"2,37,118",branch-misses,-73.55%
,126.8679217,"4,63,987",cache-misses,-78.87%
,126.8679217,"1,51,49,766",L1-dcache-load-misses,-73.55%
,126.8679217,"8,34,172",L1-icache-load-misses,-68.23%
,126.8679217,"1,33,563",dTLB-load-misses,-68.10%
,126.8679217,"11,758",dTLB-store-misses,-68.10%
,126.8679217,989,iTLB-load-misses,-37.07%
,126.8679217,"31,399",LLC-load-misses,-42.39%
,126.8679217,"73,649",LLC-store-misses,-42.54%
,126.8679217,"2,37,912",branch-load-misses,-53.17%
,126.8679217,"23,09,50,680",cycles,-62.93%
,126.8679217,"31,60,27,512",instructions              #    1.37  insn per cycle,-68.25%
,126.9431215,"2,34,577",branch-misses,-57.44%
,126.9431215,"1,76,510",cache-misses,-68.08%
,126.9431215,"1,66,04,500",L1-dcache-load-misses,-70.03%
